word,value
nonsense,-2.0
noob,-2.0
nosey,-2.0
not good,-2.0
not working,-3.0
notorious,-2.0
novel,2.0
numb,-1.0
nuts,-3.0
obliterate,-2.0
obliterated,-2.0
obnoxious,-3.0
obscene,-2.0
obsessed,2.0
obsolete,-2.0
obstacle,-2.0
obstacles,-2.0
obstinate,-2.0
odd,-2.0
offend,-2.0
offended,-2.0
offender,-2.0
offending,-2.0
offends,-2.0
offline,-1.0
oks,2.0
ominous,3.0
once-in-a-lifetime,3.0
opportunities,2.0
opportunity,2.0
oppressed,-2.0
oppressive,-2.0
optimism,2.0
optimistic,2.0
optionless,-2.0
outcry,-2.0
outmaneuvered,-2.0
outrage,-3.0
outraged,-3.0
outreach,2.0
outstanding,5.0
overjoyed,4.0
overload,-1.0
overlooked,-1.0
overreact,-2.0
overreacted,-2.0
overreaction,-2.0
overreacts,-2.0
oversell,-2.0
overselling,-2.0
oversells,-2.0
oversimplification,-2.0
oversimplified,-2.0
oversimplifies,-2.0
oversimplify,-2.0
overstatement,-2.0
overstatements,-2.0
overweight,-1.0
oxymoron,-1.0
pain,-2.0
pained,-2.0
panic,-3.0
panicked,-3.0
panics,-3.0
paradise,3.0
paradox,-1.0
pardon,2.0
pardoned,2.0
pardoning,2.0
pardons,2.0
parley,-1.0
passionate,2.0
passive,-1.0
passively,-1.0
pathetic,-2.0
pay,-1.0
peace,2.0
peaceful,2.0
peacefully,2.0
penalty,-2.0
pensive,-1.0
perfect,3.0
perfected,2.0
perfectly,3.0
perfects,2.0
peril,-2.0
perjury,-3.0
perpetrator,-2.0
perpetrators,-2.0
perplexed,-2.0
persecute,-2.0
persecuted,-2.0
persecutes,-2.0
persecuting,-2.0
perturbed,-2.0
pesky,-2.0
pessimism,-2.0
pessimistic,-2.0
petrified,-2.0
phobic,-2.0
picturesque,2.0
pileup,-1.0
pique,-2.0
piqued,-2.0
piss,-4.0
pissed,-4.0
pissing,-3.0
piteous,-2.0
pitied,-1.0
pity,-2.0
playful,2.0
pleasant,3.0
please,1.0
pleased,3.0
pleasure,3.0
poised,-2.0
poison,-2.0
poisoned,-2.0
poisons,-2.0
pollute,-2.0
polluted,-2.0
polluter,-2.0
polluters,-2.0
pollutes,-2.0
poor,-2.0
poorer,-2.0
poorest,-2.0
popular,3.0
positive,2.0
positively,2.0
possessive,-2.0
postpone,-1.0
postponed,-1.0
postpones,-1.0
postponing,-1.0
poverty,-1.0
powerful,2.0
powerless,-2.0
praise,3.0
praised,3.0
praises,3.0
praising,3.0
pray,1.0
praying,1.0
prays,1.0
prblm,-2.0
prblms,-2.0
prepared,1.0
pressure,-1.0
pressured,-2.0
pretend,-1.0
pretending,-1.0
pretends,-1.0
pretty,1.0
prevent,-1.0
prevented,-1.0
preventing,-1.0
prevents,-1.0
prick,-5.0
prison,-2.0
prisoner,-2.0
prisoners,-2.0
privileged,2.0
proactive,2.0
problem,-2.0
problems,-2.0
profiteer,-2.0
progress,2.0
prominent,2.0
promise,1.0
promised,1.0
promises,1.0
promote,1.0
promoted,1.0
promotes,1.0
promoting,1.0
propaganda,-2.0
prosecute,-1.0
prosecuted,-2.0
prosecutes,-1.0
prosecution,-1.0
prospect,1.0
prospects,1.0
prosperous,3.0
protect,1.0
protected,1.0
protects,1.0
protest,-2.0
protesters,-2.0
protesting,-2.0
protests,-2.0
proud,2.0
proudly,2.0
provoke,-1.0
provoked,-1.0
provokes,-1.0
provoking,-1.0
pseudoscience,-3.0
punish,-2.0
punished,-2.0
punishes,-2.0
punitive,-2.0
pushy,-1.0
puzzled,-2.0
quaking,-2.0
questionable,-2.0
questioned,-1.0
questioning,-1.0
racism,-3.0
racist,-3.0
racists,-3.0
rage,-2.0
rageful,-2.0
rainy,-1.0
rant,-3.0
ranter,-3.0
ranters,-3.0
rants,-3.0
rape,-4.0
rapist,-4.0
rapture,2.0
raptured,2.0
raptures,2.0
rapturous,4.0
rash,-2.0
ratified,2.0
reach,1.0
reached,1.0
reaches,1.0
reaching,1.0
reassure,1.0
reassured,1.0
reassures,1.0
reassuring,2.0
rebellion,-2.0
recession,-2.0
reckless,-2.0
recommend,2.0
recommended,2.0
recommends,2.0
redeemed,2.0
refuse,-2.0
refused,-2.0
refusing,-2.0
regret,-2.0
regretful,-2.0
regrets,-2.0
regretted,-2.0
regretting,-2.0
reject,-1.0
rejected,-1.0
rejecting,-1.0
rejects,-1.0
rejoice,4.0
rejoiced,4.0
rejoices,4.0
rejoicing,4.0
relaxed,2.0
relentless,-1.0
reliant,2.0
relieve,1.0
relieved,2.0
relieves,1.0
relieving,2.0
relishing,2.0
remarkable,2.0
remorse,-2.0
repulse,-1.0
repulsed,-2.0
rescue,2.0
rescued,2.0
rescues,2.0
resentful,-2.0
resign,-1.0
resigned,-1.0
resigning,-1.0
resigns,-1.0
resolute,2.0
resolve,2.0
resolved,2.0
resolves,2.0
resolving,2.0
respected,2.0
responsible,2.0
responsive,2.0
restful,2.0
restless,-2.0
restore,1.0
restored,1.0
restores,1.0
restoring,1.0
restrict,-2.0
restricted,-2.0
restricting,-2.0
restriction,-2.0
restricts,-2.0
retained,-1.0
retard,-2.0
retarded,-2.0
retreat,-1.0
revenge,-2.0
revengeful,-2.0
revered,2.0
revive,2.0
revives,2.0
reward,2.0
rewarded,2.0
rewarding,2.0
rewards,2.0
rich,2.0
ridiculous,-3.0
rig,-1.0
rigged,-1.0
right direction,3.0
rigorous,3.0
rigorously,3.0
riot,-2.0
riots,-2.0
risk,-2.0
risks,-2.0
rob,-2.0
robber,-2.0
robed,-2.0
robing,-2.0
robs,-2.0
robust,2.0
rofl,4.0
roflcopter,4.0
roflmao,4.0
romance,2.0
rotfl,4.0
rotflmfao,4.0
rotflol,4.0
ruin,-2.0
ruined,-2.0
ruining,-2.0
ruins,-2.0
sabotage,-2.0
sad,-2.0
sadden,-2.0
saddened,-2.0
sadly,-2.0
safe,1.0
safely,1.0
safety,1.0
salient,1.0
sappy,-1.0
sarcastic,-2.0
satisfied,2.0
save,2.0
saved,2.0
scam,-2.0
scams,-2.0
scandal,-3.0
scandalous,-3.0
scandals,-3.0
scapegoat,-2.0
scapegoats,-2.0
scare,-2.0
scared,-2.0
scary,-2.0
sceptical,-2.0
scold,-2.0
scoop,3.0
scorn,-2.0
scornful,-2.0
scream,-2.0
screamed,-2.0
screaming,-2.0
screams,-2.0
screwed,-2.0
screwed up,-3.0
scumbag,-4.0
secure,2.0
secured,2.0
secures,2.0
sedition,-2.0
seditious,-2.0
seduced,-1.0
self-confident,2.0
self-deluded,-2.0
selfish,-3.0
selfishness,-3.0
sentence,-2.0
sentenced,-2.0
sentences,-2.0
sentencing,-2.0
serene,2.0
severe,-2.0
sexy,3.0
shaky,-2.0
shame,-2.0
shamed,-2.0
shameful,-2.0
share,1.0
shared,1.0
shares,1.0
shattered,-2.0
shit,-4.0
shithead,-4.0
shitty,-3.0
shock,-2.0
shocked,-2.0
shocking,-2.0
shocks,-2.0
shoot,-1.0
short-sighted,-2.0
short-sightedness,-2.0
shortage,-2.0
shortages,-2.0
shrew,-4.0
shy,-1.0
sick,-2.0
sigh,-2.0
significance,1.0
significant,1.0
silencing,-1.0
silly,-1.0
sincere,2.0
sincerely,2.0
sincerest,2.0
sincerity,2.0
sinful,-3.0
singleminded,-2.0
skeptic,-2.0
skeptical,-2.0
skepticism,-2.0
skeptics,-2.0
slam,-2.0
slash,-2.0
slashed,-2.0
slashes,-2.0
slashing,-2.0
slavery,-3.0
sleeplessness,-2.0
slick,2.0
slicker,2.0
slickest,2.0
sluggish,-2.0
slut,-5.0
smart,1.0
smarter,2.0
smartest,2.0
smear,-2.0
smile,2.0
smiled,2.0
smiles,2.0
smiling,2.0
smog,-2.0
sneaky,-1.0
snub,-2.0
snubbed,-2.0
snubbing,-2.0
snubs,-2.0
sobering,1.0
solemn,-1.0
solid,2.0
solidarity,2.0
solution,1.0
solutions,1.0
solve,1.0
solved,1.0
solves,1.0
solving,1.0
somber,-2.0
some kind,0.0
son-of-a-bitch,-5.0
soothe,3.0
soothed,3.0
soothing,3.0
sophisticated,2.0
sore,-1.0
sorrow,-2.0
sorrowful,-2.0
sorry,-1.0
spam,-2.0
spammer,-3.0
spammers,-3.0
spamming,-2.0
spark,1.0
sparkle,3.0
sparkles,3.0
sparkling,3.0
speculative,-2.0
spirit,1.0
spirited,2.0
spiritless,-2.0
spiteful,-2.0
splendid,3.0
sprightly,2.0
squelched,-1.0
stab,-2.0
stabbed,-2.0
stable,2.0
stabs,-2.0
stall,-2.0
stalled,-2.0
stalling,-2.0
stamina,2.0
stampede,-2.0
startled,-2.0
starve,-2.0
starved,-2.0
starves,-2.0
starving,-2.0
steadfast,2.0
steal,-2.0
steals,-2.0
stereotype,-2.0
stereotyped,-2.0
stifled,-1.0
stimulate,1.0
stimulated,1.0
stimulates,1.0
stimulating,2.0
stingy,-2.0
stolen,-2.0
stop,-1.0
stopped,-1.0
stopping,-1.0
stops,-1.0
stout,2.0
straight,1.0
strange,-1.0
strangely,-1.0
strangled,-2.0
strength,2.0
strengthen,2.0
strengthened,2.0
strengthening,2.0
strengthens,2.0
stressed,-2.0
stressor,-2.0
stressors,-2.0
stricken,-2.0
strike,-1.0
strikers,-2.0
strikes,-1.0
strong,2.0
stronger,2.0
strongest,2.0
struck,-1.0
struggle,-2.0
struggled,-2.0
struggles,-2.0
struggling,-2.0
stubborn,-2.0
stuck,-2.0
stunned,-2.0
stunning,4.0
stupid,-2.0
stupidly,-2.0
suave,2.0
substantial,1.0
substantially,1.0
subversive,-2.0
success,2.0
successful,3.0
suck,-3.0
sucks,-3.0
suffer,-2.0
suffering,-2.0
suffers,-2.0
suicidal,-2.0
suicide,-2.0
suing,-2.0
sulking,-2.0
sulky,-2.0
sullen,-2.0
sunshine,2.0
super,3.0
superb,5.0
superior,2.0
support,2.0
supported,2.0
supporter,1.0
supporters,1.0
supporting,1.0
supportive,2.0
supports,2.0
survived,2.0
surviving,2.0
survivor,2.0
suspect,-1.0
suspected,-1.0
suspecting,-1.0
suspects,-1.0
suspend,-1.0
suspended,-1.0
suspicious,-2.0
swear,-2.0
swearing,-2.0
swears,-2.0
sweet,2.0
swift,2.0
swiftly,2.0
swindle,-3.0
swindles,-3.0
swindling,-3.0
sympathetic,2.0
sympathy,2.0
tard,-2.0
tears,-2.0
tender,2.0
tense,-2.0
tension,-1.0
terrible,-3.0
terribly,-3.0
terrific,4.0
terrified,-3.0
terror,-3.0
terrorize,-3.0
terrorized,-3.0
terrorizes,-3.0
thank,2.0
thankful,2.0
thanks,2.0
thorny,-2.0
thoughtful,2.0
thoughtless,-2.0
threat,-2.0
threaten,-2.0
threatened,-2.0
threatening,-2.0
threatens,-2.0
threats,-2.0
thrilled,5.0
thwart,-2.0
thwarted,-2.0
thwarting,-2.0
thwarts,-2.0
timid,-2.0
timorous,-2.0
tired,-2.0
tits,-2.0
tolerant,2.0
toothless,-2.0
top,2.0
tops,2.0
torn,-2.0
torture,-4.0
tortured,-4.0
tortures,-4.0
torturing,-4.0
totalitarian,-2.0
totalitarianism,-2.0
tout,-2.0
touted,-2.0
touting,-2.0
touts,-2.0
tragedy,-2.0
tragic,-2.0
tranquil,2.0
trap,-1.0
trapped,-2.0
trauma,-3.0
traumatic,-3.0
travesty,-2.0
treason,-3.0
treasonous,-3.0
treasure,2.0
treasures,2.0
trembling,-2.0
tremulous,-2.0
tricked,-2.0
trickery,-2.0
triumph,4.0
triumphant,4.0
trouble,-2.0
troubled,-2.0
troubles,-2.0
TRUE,2.0
trust,1.0
trusted,2.0
tumor,-2.0
twat,-5.0
ugly,-3.0
unacceptable,-2.0
unappreciated,-2.0
unapproved,-2.0
unaware,-2.0
unbelievable,-1.0
unbelieving,-1.0
unbiased,2.0
uncertain,-1.0
unclear,-1.0
uncomfortable,-2.0
unconcerned,-2.0
unconfirmed,-1.0
unconvinced,-1.0
uncredited,-1.0
undecided,-1.0
underestimate,-1.0
underestimated,-1.0
underestimates,-1.0
underestimating,-1.0
undermine,-2.0
undermined,-2.0
undermines,-2.0
undermining,-2.0
undeserving,-2.0
undesirable,-2.0
uneasy,-2.0
unemployment,-2.0
unequal,-1.0
unequaled,2.0
unethical,-2.0
unfair,-2.0
unfocused,-2.0
unfulfilled,-2.0
unhappy,-2.0
unhealthy,-2.0
unified,1.0
unimpressed,-2.0
unintelligent,-2.0
united,1.0
unjust,-2.0
unlovable,-2.0
unloved,-2.0
unmatched,1.0
unmotivated,-2.0
unprofessional,-2.0
unresearched,-2.0
unsatisfied,-2.0
unsecured,-2.0
unsettled,-1.0
unsophisticated,-2.0
unstable,-2.0
unstoppable,2.0
unsupported,-2.0
unsure,-1.0
untarnished,2.0
unwanted,-2.0
unworthy,-2.0
upset,-2.0
upsets,-2.0
upsetting,-2.0
uptight,-2.0
urgent,-1.0
useful,2.0
usefulness,2.0
useless,-2.0
uselessness,-2.0
vague,-2.0
validate,1.0
validated,1.0
validates,1.0
validating,1.0
verdict,-1.0
verdicts,-1.0
vested,1.0
vexation,-2.0
vexing,-2.0
vibrant,3.0
vicious,-2.0
victim,-3.0
victimize,-3.0
victimized,-3.0
victimizes,-3.0
victimizing,-3.0
victims,-3.0
vigilant,3.0
vile,-3.0
vindicate,2.0
vindicated,2.0
vindicates,2.0
vindicating,2.0
violate,-2.0
violated,-2.0
violates,-2.0
violating,-2.0
violence,-3.0
violent,-3.0
virtuous,2.0
virulent,-2.0
vision,1.0
visionary,3.0
visioning,1.0
visions,1.0
vitality,3.0
vitamin,1.0
vitriolic,-3.0
vivacious,3.0
vociferous,-1.0
vulnerability,-2.0
vulnerable,-2.0
walkout,-2.0
walkouts,-2.0
wanker,-3.0
want,1.0
war,-2.0
warfare,-2.0
warm,1.0
warmth,2.0
warn,-2.0
warned,-2.0
warning,-3.0
warnings,-3.0
warns,-2.0
waste,-1.0
wasted,-2.0
wasting,-2.0
wavering,-1.0
weak,-2.0
weakness,-2.0
wealth,3.0
wealthy,2.0
weary,-2.0
weep,-2.0
weeping,-2.0
weird,-2.0
welcome,2.0
welcomed,2.0
welcomes,2.0
whimsical,1.0
whitewash,-3.0
whore,-4.0
wicked,-2.0
widowed,-1.0
willingness,2.0
win,4.0
winner,4.0
winning,4.0
wins,4.0
winwin,3.0
wish,1.0
wishes,1.0
wishing,1.0
withdrawal,-3.0
woebegone,-2.0
woeful,-3.0
won,3.0
wonderful,4.0
woo,3.0
woohoo,3.0
wooo,4.0
woow,4.0
worn,-1.0
worried,-3.0
worry,-3.0
worrying,-3.0
worse,-3.0
worsen,-3.0
worsened,-3.0
worsening,-3.0
worsens,-3.0
worshiped,3.0
worst,-3.0
worth,2.0
worthless,-2.0
worthy,2.0
wow,4.0
wowow,4.0
wowww,4.0
wrathful,-3.0
wreck,-2.0
wrong,-2.0
wronged,-2.0
wtf,-4.0
yeah,1.0
yearning,1.0
yeees,2.0
yes,1.0
youthful,2.0
yucky,-2.0
yummy,3.0
zealot,-2.0
zealots,-2.0
zealous,2.0
2-faces,
abnormal,-2.0
abolish,-1.0
abominable,-3.0
abominably,-2.0
abominate,
abomination,-3.0
abort,-2.0
aborted,-2.0
aborts,-2.0
abound,-1.0
abounds,3.0
abrade,-2.0
abrasive,-2.0
abrupt,-1.0
abruptly,-1.0
abscond,-2.0
absence,-2.0
absent-minded,-2.0
absurd,-3.0
absurdity,-1.0
absurdly,3.0
absurdness,
abundance,1.0
abundant,1.0
abysmal,-2.0
abysmally,3.0
abyss,-3.0
accessable,
accessible,1.0
acclaim,3.0
acclaimed,4.0
acclamation,-2.0
accolade,3.0
accolades,3.0
accommodative,2.0
accomodative,2.0
accomplishment,2.0
accomplishments,2.0
accost,-2.0
accurate,2.0
accurately,2.0
accursed,-5.0
accusingly,3.0
acerbate,
acerbic,-2.0
acerbically,2.0
ached,-2.0
aches,-2.0
achey,
achievement,3.0
achievements,2.0
achievible,
acrid,-2.0
acridly,
acridness,
acrimoniously,-3.0
acrimony,-2.0
acumen,2.0
adamant,2.0
adamantly,-2.0
adaptable,2.0
adaptive,-1.0
addict,2.0
addicted,2.0
addicting,-2.0
addicts,-3.0
adjustable,-2.0
admirable,2.0
admirably,2.0
admiration,3.0
admirer,1.0
admiringly,-2.0
admonisher,
admonishingly,
admonishment,-3.0
admonition,-3.0
adorer,
adoring,3.0
adoringly,3.0
adroit,2.0
adroitly,-2.0
adulate,
adulation,-2.0
adulatory,4.0
adulterate,-2.0
adulterated,-2.0
adulteration,-2.0
adulterier,
advantageous,2.0
advantageously,2.0
adventuresome,2.0
adversarial,-2.0
adversary,-2.0
adverse,-2.0
adversity,2.0
advocate,1.0
advocated,2.0
advocates,-1.0
affability,-2.0
affable,3.0
affably,-2.0
affectation,-2.0
affinity,3.0
affirm,1.0
affirmation,-1.0
affirmative,2.0
afflict,-1.0
affliction,-1.0
afflictive,
affluence,-2.0
affluent,2.0
afford,-1.0
affordable,2.0
affordably,2.0
affront,-2.0
afordable,
aggravation,-2.0
aggressiveness,2.0
aggressor,-2.0
aggrieve,
aggrieved,-2.0
aggrivation,
agile,2.0
agilely,
agility,2.0
agonies,-3.0
agonizingly,-3.0
agony,-3.0
agreeableness,-2.0
agreeably,2.0
aground,1.0
ail,-3.0
ailing,-2.0
ailment,-2.0
aimless,-2.0
alarming,-2.0
alarmingly,3.0
alienate,-2.0
alienated,-2.0
all-around,3.0
allegation,-2.0
allegations,-2.0
allege,-2.0
allergies,-2.0
allergy,-2.0
alluring,2.0
alluringly,3.0
aloof,-2.0
altercation,-3.0
altruistic,-3.0
altruistically,-2.0
amazement,-3.0
amazingly,3.0
ambiguity,-2.0
ambiguous,-2.0
ambitiously,2.0
ambivalence,-1.0
ambush,-1.0
ameliorate,-2.0
amenable,-2.0
amenity,2.0
amiability,-2.0
amiabily,
amiable,3.0
amicability,2.0
amicable,2.0
amicably,2.0
amiss,-1.0
amity,-3.0
ample,1.0
amply,2.0
amputate,-2.0
amusing,2.0
amusingly,2.0
anarchism,-2.0
anarchist,-2.0
anarchistic,-2.0
anarchy,-2.0
anemic,-2.0
angel,1.0
angelic,4.0
angrily,-2.0
angriness,
annihilate,-2.0
annihilation,-3.0
annoyances,-2.0
annoyingly,-2.0
anomalous,1.0
anomaly,-1.0
antagonism,-2.0
antagonist,-2.0
antagonize,-3.0
anti-,-1.0
anti-american,-2.0
anti-israeli,-2.0
anti-occupation,
anti-proliferation,
anti-semites,-2.0
anti-social,-2.0
anti-us,2.0
anti-white,-2.0
antipathy,-2.0
antiquated,-2.0
antithetical,-2.0
anxieties,-2.0
anxiously,-2.0
anxiousness,-2.0
apathetically,
apocalypse,-2.0
apologist,2.0
apologists,-2.0
apotheosis,2.0
appal,
appall,-2.0
appallingly,3.0
appeal,-1.0
appealing,-1.0
appreciable,-2.0
appreciative,3.0
appreciatively,1.0
apprehension,-2.0
apprehensions,-2.0
apprehensively,-2.0
appropriate,1.0
approve,2.0
arbitrary,-2.0
arcane,-2.0
archaic,-2.0
ardently,2.0
ardor,2.0
arduous,-1.0
arduously,-2.0
argumentative,-2.0
arrogance,-3.0
arrogantly,-2.0
articulate,2.0
asinine,-3.0
asininely,
asinininity,
askance,-2.0
asperse,
aspersion,-2.0
aspersions,-2.0
aspiration,-1.0
aspirations,1.0
aspire,2.0
assail,-2.0
assassin,-2.0
assassinate,-3.0
assault,-1.0
assult,
assurance,1.0
assurances,1.0
assure,1.0
assuredly,2.0
assuring,1.0
astonish,2.0
astonishing,3.0
astonishingly,3.0
astonishment,-3.0
astray,3.0
astutely,3.0
asunder,-2.0
atrocious,-3.0
atrocities,-3.0
atrocity,-3.0
atrophy,-2.0
attentive,2.0
attractive,2.0
attractively,2.0
attune,-2.0
audaciously,3.0
audaciousness,
audacity,2.0
audible,-2.0
audibly,-2.0
audiciously,
auspicious,2.0
austere,-2.0
authentic,2.0
authoritarian,-2.0
authoritative,2.0
autocrat,-3.0
autocratic,-2.0
autonomous,1.0
available,-1.0
avalanche,-2.0
avarice,-3.0
avaricious,-2.0
avariciously,
avenge,-2.0
aver,2.0
averse,-2.0
aversion,-2.0
avidly,-3.0
awe,2.0
awed,2.0
aweful,
awesomely,3.0
awesomeness,-2.0
awestruck,3.0
awfully,-3.0
awfulness,-4.0
awkwardness,-2.0
awsome,
ax,-1.0
babble,-2.0
back-logged,
back-wood,
back-woods,
backache,-2.0
backaches,-2.0
backaching,
backbite,
backbiting,-2.0
backbone,2.0
backward,-2.0
backwardness,-2.0
backwood,
backwoods,1.0
baffle,3.0
baffled,-2.0
bafflement,-2.0
baffling,-3.0
bait,-1.0
balanced,3.0
balk,-2.0
banal,-2.0
banalize,
bane,-1.0
banishment,-2.0
barbarian,-2.0
barbaric,-2.0
barbarically,-4.0
barbarity,-3.0
barbarous,-2.0
barbarously,-4.0
barren,2.0
baseless,-2.0
bash,3.0
bashed,-2.0
bashful,-2.0
bashing,-2.0
battered,-2.0
battering,-2.0
batty,-2.0
bearish,-1.0
beastly,-2.0
beauteous,3.0
beautifullly,
beauty,3.0
beckon,3.0
beckoned,-3.0
beckoning,1.0
beckons,1.0
bedlam,3.0
bedlamite,
befoul,
beg,1.0
beggar,-1.0
beggarly,
begging,-2.0
beguile,3.0
belabor,-2.0
belated,-1.0
beleaguer,
belie,-2.0
believable,2.0
believeable,
belittling,-2.0
bellicose,-3.0
belligerence,-2.0
belligerent,-2.0
belligerently,3.0
bemoan,-2.0
bemoaning,-2.0
bemused,3.0
benefactor,1.0
beneficent,-3.0
beneficial,2.0
beneficially,-3.0
beneficiary,2.0
benevolence,3.0
benevolent,2.0
benifits,
bent,-3.0
berate,-2.0
bereavement,-2.0
bereft,2.0
berserk,-2.0
beseech,2.0
beset,-2.0
besiege,-2.0
besmirch,2.0
best-known,2.0
best-performing,2.0
best-selling,2.0
bestial,-3.0
betrayals,-2.0
betrayer,-3.0
better-known,-1.0
better-than-expected,
beutifully,
bewail,-1.0
beware,-2.0
bewilder,-2.0
bewildered,-2.0
bewildering,-2.0
bewilderingly,3.0
bewilderment,-3.0
bewitch,3.0
biases,-1.0
bicker,-3.0
bickering,-2.0
bid-rigging,
bigotries,2.0
bigotry,-3.0
bitchy,-2.0
biting,-2.0
bitingly,-2.0
bitterness,-2.0
blab,-3.0
blabber,-2.0
blackmail,-2.0
blameless,-2.0
blameworthy,-2.0
bland,-3.0
blandish,3.0
blaspheme,-2.0
blasphemous,-2.0
blasphemy,-3.0
blasted,-2.0
blatant,-2.0
blatantly,-2.0
blather,-2.0
bleak,-2.0
bleakly,1.0
bleakness,-2.0
bleed,-3.0
bleeding,-2.0
bleeds,-3.0
blemish,-2.0
blinding,-1.0
blindingly,3.0
blindside,-2.0
blissfully,-2.0
blister,-1.0
blistering,-1.0
bloated,-2.0
blockage,-2.0
blockhead,-2.0
bloodshed,-3.0
bloodthirsty,-3.0
bloom,2.0
blossom,2.0
blotchy,-2.0
blow,-2.0
blunder,-2.0
blundering,-2.0
blunders,-2.0
blunt,-2.0
blur,-2.0
bluring,
blurred,-2.0
blurring,-2.0
blurs,-2.0
blurt,-4.0
boggle,-2.0
bogus,-3.0
boil,-1.0
boiling,-2.0
boisterous,-1.0
bolster,1.0
bombard,-2.0
bombardment,-1.0
bombastic,-2.0
bondage,-3.0
bonkers,-2.0
bonny,-2.0
bonus,-1.0
bonuses,-1.0
boom,2.0
booming,2.0
boredom,-2.0
bores,3.0
botch,-2.0
bothering,-2.0
boundless,3.0
bountiful,2.0
bowdlerize,
braggart,-2.0
bragger,
brainiest,-3.0
brainless,-3.0
brainwash,-2.0
brainy,3.0
brand-new,-1.0
brash,-2.0
brashly,2.0
brashness,-2.0
brat,-3.0
bravado,-2.0
bravery,2.0
bravo,1.0
brazen,3.0
brazenly,2.0
brazenness,-2.0
breach,-2.0
break,-1.0
break-up,-3.0
break-ups,-2.0
breakdown,-2.0
breaking,-1.0
breaks,-1.0
breakthroughs,3.0
breakup,-2.0
breakups,-2.0
breathlessness,-2.0
breathtakingly,3.0
breeze,1.0
bribery,-3.0
brighten,-2.0
brighter,1.0
brilliance,4.0
brilliances,
brilliantly,3.0
brimstone,-3.0
bristle,-2.0
brittle,-2.0
broken-hearted,-3.0
brood,-1.0
brotherly,3.0
browbeat,-3.0
bruise,-1.0
bruised,-1.0
bruises,-2.0
bruising,-1.0
brusque,2.0
brutal,-2.0
brutalising,2.0
brutalities,-2.0
brutality,-3.0
brutalize,-3.0
brutalizing,-4.0
brutally,-4.0
brute,2.0
brutish,-3.0
bs,2.0
buckle,-1.0
bug,-1.0
bugging,-3.0
buggy,-2.0
bugs,-1.0
bulkier,2.0
bulkiness,-1.0
bulky,-1.0
bulkyness,
bull----,
bull****,
bullies,-2.0
bullish,-1.0
bullshyt,
bullyingly,
bum,-5.0
bump,-1.0
bumped,-1.0
bumping,-1.0
bumpping,
bumps,-2.0
bumpy,-2.0
bungle,-3.0
bungler,-2.0
bungling,-2.0
bunk,2.0
burdensome,-2.0
burdensomely,
burn,-2.0
burned,-3.0
burning,-2.0
burns,-2.0
bust,-2.0
busts,4.0
busybody,-2.0
butcher,-2.0
butchery,-2.0
buzzing,-1.0
byzantine,-2.0
cackle,-2.0
cajole,-2.0
calamities,-2.0
calamitous,-3.0
calamitously,
calamity,-3.0
callous,-2.0
calmness,2.0
calumniate,
calumniation,
calumnies,-2.0
calumnious,
calumniously,
calumny,-2.0
cancerous,-2.0
cannibal,-1.0
cannibalize,-2.0
capability,1.0
capably,2.0
capitulate,1.0
capricious,-3.0
capriciously,-2.0
capriciousness,-2.0
capsize,-2.0
captivate,3.0
captivating,3.0
carelessness,-2.0
caricature,-2.0
carnage,-3.0
carp,-3.0
cartoonish,1.0
cash-strapped,2.0
cashback,3.0
cashbacks,
castigate,-2.0
castrated,2.0
cataclysm,-3.0
cataclysmal,
cataclysmic,-4.0
cataclysmically,
catastrophes,-2.0
catastrophically,-2.0
catastrophies,
catchy,2.0
caustic,-2.0
caustically,-2.0
cautionary,1.0
cave,-2.0
celebration,3.0
celebratory,2.0
censure,-2.0
chafe,-2.0
chaff,-2.0
challenging,-1.0
champ,4.0
champion,4.0
charisma,3.0
charismatic,2.0
charitable,-1.0
charmingly,1.0
chaste,2.0
chasten,-2.0
chastisement,-2.0
chatter,-3.0
chatterbox,-1.0
cheap,1.0
cheapen,-2.0
cheaper,2.0
cheapest,2.0
cheaply,1.0
cheating,-3.0
checkered,-2.0
cheesy,-1.0
cherub,-2.0
chide,-2.0
chill,1.0
chilly,1.0
chintzy,-2.0
chivalrous,2.0
chivalry,3.0
choleric,-2.0
choppy,2.0
chore,-2.0
chronic,-2.0
chunky,2.0
civility,-2.0
civilize,3.0
clamor,-2.0
clamorous,-1.0
classic,2.0
cleanest,-2.0
cleanliness,2.0
cleanly,3.0
clear-cut,-2.0
clearer,2.0
cleverly,3.0
cliche,-1.0
cliched,-1.0
clique,-2.0
clog,-1.0
clogged,-2.0
clogs,-2.0
cloud,1.0
clouding,-1.0
cloudy,-1.0
clumsy,2.0
clunky,-2.0
coarse,2.0
coerce,-2.0
coercion,-2.0
coercive,-3.0
cohere,-2.0
coherence,2.0
coherent,1.0
cohesive,1.0
cold,1.0
coldly,2.0
collude,-3.0
collusion,-3.0
colorful,1.0
combative,-1.0
combust,3.0
comely,3.0
comfortably,2.0
comfy,2.0
comical,2.0
commendable,2.0
commendably,3.0
commiserate,-3.0
commodious,2.0
commonplace,-2.0
commotion,-2.0
commotions,-2.0
compact,-1.0
compactly,-1.0
compassion,2.0
compatible,2.0
complaining,-2.0
complaint,-2.0
complaints,-2.0
complement,1.0
complementary,2.0
complemented,3.0
complements,1.0
complex,-1.0
compliant,2.0
complicated,-1.0
complication,-2.0
complicit,-3.0
compliment,-2.0
complimentary,-1.0
compulsion,-2.0
